44,Los Angeles,https://stillimg.olympic.org/games/170x170/1932_1.png?interpolation=lanczos-none&resize=280:280,https://www.olympic.org/los-angeles-1932,https://stillmed.olympic.org/media/Images/OlympicOrg/Medals/Summer/Los_Angeles_1932/Los_Angeles_1932_logo.jpg?interpolation=lanczos-none&resize=170:170
45,Lake Placid,https://stillimg.olympic.org/games/170x170/1932_2.png?interpolation=lanczos-none&resize=280:280,https://www.olympic.org/lake-placid-1932,https://stillmed.olympic.org/media/Images/OlympicOrg/Medals/Winter/Lake_Placid_1932/Lake_Placid_1932_logo.jpg?interpolation=lanczos-none&resize=170:170
46,Amsterdam,https://stillimg.olympic.org/games/170x170/1928_1.png?interpolation=lanczos-none&resize=280:280,https://www.olympic.org/amsterdam-1928,https://stillmed.olympic.org/media/Images/OlympicOrg/Medals/Winter/St_Moritz_1928/St_Moritz_1928_logo.jpg?interpolation=lanczos-none&resize=170:170
47,St. Moritz,https://stillimg.olympic.org/games/170x170/1928_2.png?interpolation=lanczos-none&resize=280:280,https://www.olympic.org/st-moritz-1928,https://stillmed.olympic.org/media/Images/OlympicOrg/Medals/Summer/Amsterdam_1928/Amsterdam_1928_logo.jpg?interpolation=lanczos-none&resize=170:170
48,Paris,https://stillimg.olympic.org/games/170x170/1924_1.png?interpolation=lanczos-none&resize=280:280,https://www.olympic.org/paris-1924,https://stillmed.olympic.org/media/Images/OlympicOrg/Medals/Winter/Chamonix_1924/Chamonix_1924_logo.jpg?interpolation=lanczos-none&resize=170:170
49,Chamonix,https://stillimg.olympic.org/games/170x170/1924_2.png?interpolation=lanczos-none&resize=280:280,https://www.olympic.org/chamonix-1924,https://stillmed.olympic.org/media/Images/OlympicOrg/Medals/Summer/Paris_1924/Paris_1924_logo.jpg?interpolation=lanczos-none&resize=170:170
50,Antwerp,https://stillimg.olympic.org/games/170x170/1920_1.png?interpolation=lanczos-none&resize=280:280,https://www.olympic.org/antwerp-1920,https://stillmed.olympic.org/media/Images/OlympicOrg/Medals/Summer/Antwerp_1920/Antwerp_1920_logo.jpg?interpolation=lanczos-none&resize=170:170
52,Stockholm,https://stillimg.olympic.org/games/170x170/1912_1.png?interpolation=lanczos-none&resize=280:280,https://www.olympic.org/stockholm-1912,https://stillmed.olympic.org/media/Images/OlympicOrg/Medals/Summer/Stockholm_1912/Stockholm_1912_logo.jpg?interpolation=lanczos-none&resize=170:170
53,London,https://stillimg.olympic.org/games/170x170/1908_1.png?interpolation=lanczos-none&resize=280:280,https://www.olympic.org/london-1908,https://stillmed.olympic.org/media/Images/OlympicOrg/Medals/Summer/London_1908/London_1908_logo.jpg?interpolation=lanczos-none&resize=170:170
54,St Louis,https://stillimg.olympic.org/games/170x170/1904_1.png?interpolation=lanczos-none&resize=280:280,https://www.olympic.org/st-louis-1904,https://stillmed.olympic.org/media/Images/OlympicOrg/Medals/Summer/St_Louis_1904/St_louis_1904_logo.jpg?interpolation=lanczos-none&resize=170:170
55,Paris,https://stillimg.olympic.org/games/170x170/1900_1.png?interpolation=lanczos-none&resize=280:280,https://www.olympic.org/paris-1900,https://stillmed.olympic.org/media/Images/OlympicOrg/Medals/Summer/Paris_1900/Paris_1900_logo.jpg?interpolation=lanczos-none&resize=170:170
56,Athens,https://stillimg.olympic.org/games/170x170/1896_1.png?interpolation=lanczos-none&resize=280:280,https://www.olympic.org/athens-1896,https://stillmed.olympic.org/media/Images/OlympicOrg/Medals/Summer/Athens_1896/Athens_1896_logo.jpg?interpolation=lanczos-none&resize=170:170
